Number,ID,No_Name,PRE_POST,SEMESTER,YEAR,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_COMPLETE,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_USF,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,CF_Total,CF_Mean,PRE_GR_Total,PRE_GR_Mean,PRE_TR_Total,PRE_TR_Mean,PRE_AR_Total,PRE_AR_Mean,PRE_PR_Total,PRE_PR_Mean,PRE_ES_Total,PRE_ES_Mean,PRE_PC_Total,PRE_PC_Mean,PRE_SP_Total,PRE_SP_Mean,PRE_AV_Total,PRE_AV_Mean,PRE_ER_Total,PRE_ER_Mean,PRE_UD_Total,PRE_UD_Mean,PRE_Compete_total_percent,PrimaryLast2
11,Student 11,999,PRE,Spring,2015,1,1,0,1/18/15 19:15,1/18/15 19:32,1,1,17,999,999,999,999,999,999,999,4,1,4,3,1,2,2,1,3,2,1,3,1,3,1,3,3,1,3,2,1,1,1,2,1,3,3,1,3,3,1,1,1,2,1,1,2,1,3,3,1,2,1,1,2,1,1,1,1,2,1,2,3,1,1,3,1,1,3,1,3,2,1,3,1,2,1,3,3,1,1,2,1,3,3,1,1,2,1,3,1,1,3,2,1,1,4,1,4,3,2,4,1,3,3,2,3,2,3,2,3,2,3,2,999,999,2,3,3,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,1,Speech Language Disorder,0,1,999,999,999,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,48,2.086956522,1,0.2,1,0.333333333,6,0.285714286,2,0.166666667,2,0.5,0,0,0,0,1,0.2,0,0,3,0.6,1,1
12,Student 12,999,PRE,Spring,2015,1,1,1,1/29/15 21:40,1/29/15 21:47,1,1,7,999,999,999,999,999,999,999,4,1,2,3,1,3,1,1,2,3,1,3,1,3,1,3,2,1,3,3,1,4,1,2,1,3,1,1,3,2,1,3,1,2,1,4,2,1,3,2,1,3,3,1,4,1,2,1,2,2,1,3,3,1,3,2,1,2,1,1,3,3,1,2,1,2,1,3,3,1,1,2,1,4,2,1,3,3,1,1,2,1,3,3,1,3,3,4,4,3,2,4,2,3,3,2,3,2,3,2,3,2,2,3,999,999,3,1,2,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,64,2.782608696,1,0.2,1,0.333333333,5,0.238095238,3,0.25,1,0.25,1,0.2,0,0,1,0.2,0,0,2,0.4,1,0
13,Student 13,999,PRE,Spring,2016,3,1,0,1/20/16 16:59,1/20/16 17:05,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,1,3,1,3,1,1,4,1,3,1,1,4,1,1,5,1,1,1,1,1,1,2,1,1,4,1,1,1,3,1,3,4,1,1,2,1,4,999,0,999,1,3,1,1,4,1,1,1,1,4,2,1,3,3,1,1,4,1,1,1,4,1,1,3,1,1,4,1,4,3,1,4,1,1,2,2,1,1,3,1,1,5,1,5,1,1,4,3,4,2,3,2,2,3,3,2,999,2,3,2,3,1,2,2,0,0,0,0,0,0,1,i am very interested in nutrition and what i am putting into my body,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,1,KNEE PROBLEM,1,DEPRESSION,1,ADHD ADD,0,1,999,999,999,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7,45,1.956521739,3,0.6,0,0,5,0.238095238,4,0.333333333,2,0.5,2,0.4,2,0.285714286,1,0.2,2,0.5,2,0.4,1,0
14,Student 14,999,PRE,Spring,2016,3,1,5,3/29/16 18:13,3/29/16 18:17,0,1,16,999,999,999,999,999,999,999,999,0,999,3,1,2,3,1,3,1,1,1,1,5,1,1,2,1,1,4,1,1,1,4,1,1,4,1,1,5,1,1,1,4,1,1,4,1,1,4,1,1,999,0,999,1,1,1,4,1,1,4,4,1,1,3,1,1,4,1,1,4,1,1,1,4,1,4,3,1,1,4,1,3,3,1,1,5,1,2,3,1,3,3,1,1,5,5,5,3,3,4,4,4,4,4,1,4,1,4,1,999,3,2,4,1,5,3,0,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7,40,1.739130435,3,0.6,1,0.333333333,5,0.238095238,3,0.25,2,0.5,1,0.2,3,0.428571429,1,0.2,2,0.5,1,0.2,1,1
15,Student 15,999,PRE,Spring,2015,1,1,0,2/4/15 19:53,2/4/15 19:59,1,1,2,999,999,999,999,999,999,999,4,1,1,4,1,2,2,1,1,4,1,4,1,2,1,3,3,1,1,3,1,1,1,2,1,3,3,1,1,3,1,4,1,2,1,3,2,1,1,2,1,3,2,1,4,1,1,1,3,2,1,2,4,1,1,1,1,4,3,1,2,2,1,4,1,1,1,3,5,1,4,2,1,2,3,1,3,3,1,3,1,1,4,1,1,1,4,3,5,2,1,4,4,4,4,1,4,1,4,1,4,2,3,2,999,999,2,1,1,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,59,2.565217391,0,0,1,0.333333333,7,0.333333333,2,0.166666667,0,0,1,0.2,0,0,1,0.2,0,0,2,0.4,1,1
16,Student 16,999,PRE,Spring,2016,3,1,0,1/27/16 16:38,1/27/16 16:48,1,1,27,999,999,999,999,999,999,999,999,0,999,3,1,1,1,1,2,2,1,3,1,4,1,4,4,1,1,4,1,1,1,4,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,3,1,1,999,0,999,1,2,1,1,5,1,1,4,1,1,4,1,1,4,1,1,3,1,2,1,4,1,1,4,1,2,2,1,1,3,1,2,3,1,2,2,1,2,2,1,1,5,3,5,1,0,4,3,4,4,3,2,3,2,3,2,999,3,2,3,2,1,2,2,0,1,0,0,0,0,0,999,1,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,0,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,34,1.47826087,1,0.2,0,0,7,0.333333333,5,0.416666667,2,0.5,2,0.4,1,0.142857143,1,0.2,1,0.25,4,0.8,1,0
17,Student 17,999,PRE,Spring,2015,1,1,0,1/21/15 20:25,1/21/15 20:41,1,1,39,999,999,999,999,999,999,999,2,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,1,1,4,1,1,4,1,3,1,4,1,1,4,1,1,4,1,2,1,4,1,1,4,3,1,2,4,1,2,1,2,1,4,4,1,4,4,1,4,2,1,4,1,1,4,2,1,4,1,2,1,4,4,1,4,1,1,4,2,1,4,2,1,4,3,1,3,2,1,4,2,2,2,3,3,2,2,2,2,1,4,1,4,1,4,1,1,4,999,999,1,0,0,0,0,1,1,1,1,0,999,3,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,china,china,singapore,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,89,3.869565217,2,0.4,1,0.333333333,6,0.285714286,3,0.25,3,0.75,1,0.2,0,0,1,0.2,0,0,2,0.4,1,1
18,Student 18,999,PRE,Spring,2015,1,1,0,1/21/15 13:03,1/21/15 13:16,1,1,21,999,999,999,999,999,999,999,4,1,3,3,1,4,3,1,3,2,1,1,1,2,1,2,2,1,1,4,1,1,1,4,1,1,4,1,1,4,1,1,1,2,1,1,1,1,1,2,1,3,2,1,3,1,1,1,3,4,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,3,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,3,1,2,3,3,5,3,1,4,2,2,2,1,4,1,4,3,2,2,1,4,999,999,1,1,3,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,39,1.695652174,2,0.4,1,0.333333333,6,0.285714286,4,0.333333333,2,0.5,0,0,0,0,2,0.4,0,0,2,0.4,1,1
19,Student 19,999,PRE,Spring,2015,1,1,2,1/20/15 16:31,1/20/15 16:37,1,1,21,999,999,999,999,999,999,999,4,1,1,4,1,3,3,1,3,4,1,4,1,4,1,3,3,1,2,2,1,2,1,3,1,3,3,1,2,4,1,3,1,1,1,4,2,1,1,4,1,1,1,1,2,1,1,1,3,3,1,2,2,1,1,4,1,3,3,1,1,4,1,1,1,3,1,4,5,1,2,3,1,2,3,1,3,5,1,1,1,1,2,4,1,1,4,4,5,2,1,2,3,2,3,3,2,2,3,1,4,2,2,3,999,999,2,2,2,0,0,0,0,0,1,0,999,1,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,52,2.260869565,1,0.2,1,0.333333333,7,0.333333333,5,0.416666667,1,0.25,1,0.2,1,0.142857143,2,0.4,0,0,2,0.4,1,1
20,Student 20,999,PRE,Spring,2015,1,1,7,5/6/15 16:02,5/6/15 16:07,1,1,6,999,999,999,999,999,999,999,2,1,3,2,1,2,2,1,2,2,1,3,1,2,1,3,2,1,3,2,1,4,1,3,1,3,2,1,2,5,1,3,1,2,1,3,2,1,3,2,1,3,2,1,2,1,2,1,1,2,1,3,2,1,3,2,1,3,2,1,2,2,1,1,1,2,1,3,2,1,3,4,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,3,2,2,2,4,4,4,4,2,3,2,3,2,3,2,2,3,999,999,2,1,1,0,1,0,0,1,0,0,999,4,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,0,0,0,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,China,China,China,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,7,53,2.304347826,0,0,1,0.333333333,6,0.285714286,4,0.333333333,1,0.25,1,0.2,1,0.142857143,1,0.2,0,0,1,0.2,1,0
21,Student 21,999,PRE,Spring,2016,3,1,0,1/22/16 13:04,1/22/16 13:10,1,1,27,999,999,999,999,999,999,999,999,0,999,3,1,1,2,1,4,2,1,3,1,3,1,1,1,1,4,1,1,2,1,2,1,3,3,1,3,2,1,3,1,2,1,2,4,1,2,1,1,3,999,0,999,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,3,3,1,2,1,1,1,2,2,1,4,2,1,2,2,1,3,1,1,3,3,1,4,2,1,1,4,3,5,1,0,4,1,3,4,1,4,2,3,2,3,999,2,3,2,3,1,3,2,0,0,0,1,0,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,56,2.434782609,2,0.4,1,0.333333333,5,0.238095238,2,0.166666667,2,0.5,0,0,1,0.142857143,1,0.2,1,0.25,3,0.6,1,0
22,Student 22,999,PRE,Spring,2015,1,1,0,1/15/15 12:34,1/15/15 12:46,1,1,17,999,999,999,999,999,999,999,4,1,3,1,1,1,3,1,4,2,1,2,1,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,3,1,1,2,1,1,2,1,4,2,1,3,4,2,5,2,0,2,1,2,2,2,3,2,3,2,3,3,2,3,999,999,3,2,0,0,1,0,0,0,1,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,33,1.434782609,2,0.4,1,0.333333333,6,0.285714286,5,0.416666667,3,0.75,2,0.4,1,0.142857143,1,0.2,0,0,1,0.2,1,0
23,Student 23,999,PRE,Spring,2016,3,1,3,1/26/16 21:45,1/26/16 21:51,1,1,27,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,1,1,4,1,3,1,3,1,1,999,1,1,2,1,1,1,4,2,1,3,2,1,3,1,2,1,4,1,1,4,1,1,3,999,0,999,1,2,1,3,2,1,2,1,1,3,3,1,2,2,1,3,2,1,2,1,1,1,3,2,1,4,4,1,2,2,1,4,2,1,3,1,1,4,2,1,4,3,2,5,3,3,3,2,3,3,2,3,2,3,1,4,999,1,4,1,4,1,1,3,1,0,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,0,0,0,999,1,0,999,0,999,0,999,1,2,999,999,999,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,999,3.181818182,2,0.4,1,0.333333333,6,0.285714286,4,0.333333333,3,0.75,0,0,1,0.142857143,1,0.2,0,0,2,0.4,1,1
24,Student 24,999,PRE,Spring,2016,3,1,4,1/25/16 2:19,1/26/16 18:35,1,1,27,999,999,999,999,999,999,999,999,0,999,3,1,1,1,1,3,1,1,999,1,4,1,2,2,1,1,4,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,999,0,999,1,2,1,2,2,1,1,3,1,1,2,1,1,3,1,1,2,1,1,1,2,1,2,3,1,2,2,1,2,3,1,2,3,1,2,3,1,4,1,1,2,5,1,5,0,2,4,3,4,4,1,4,4,1,1,4,999,4,1,4,1,1,2,2,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,1,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,China,China,China,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,999,1.636363636,1,0.2,2,0.666666667,6,0.285714286,2,0.166666667,1,0.25,1,0.2,1,0.142857143,1,0.2,0,0,2,0.4,1,0
25,Student 25,999,PRE,Spring,2015,1,1,0,1/22/15 23:27,1/22/15 23:32,1,1,21,999,999,999,999,999,999,999,4,1,2,3,1,4,3,1,2,2,1,3,1,2,1,3,2,1,1,5,1,2,1,3,1,3,2,1,3,1,1,3,1,3,1,3,4,1,1,1,1,1,4,1,1,1,2,1,4,2,1,3,2,1,3,3,1,3,2,1,4,3,1,2,1,3,1,3,2,1,4,2,1,1,3,1,1,3,1,3,1,1,4,2,1,4,3,2,2,2,2,1,3,3,3,2,3,1,4,3,2,3,1,4,999,999,3,1,0,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,7,62,2.695652174,1,0.2,0,0,6,0.285714286,5,0.416666667,2,0.5,0,0,1,0.142857143,2,0.4,0,0,3,0.6,1,1
26,Student 26,999,PRE,Spring,2016,3,1,0,1/21/16 21:08,1/21/16 21:55,1,1,27,999,999,999,999,999,999,999,999,0,999,5,1,1,3,1,3,3,1,2,1,2,1,3,1,1,3,1,1,3,1,3,1,3,2,1,3,3,1,2,1,2,1,3,2,1,2,3,1,2,999,0,999,1,3,1,1,1,1,3,5,1,1,2,1,1,3,1,1,4,1,4,1,2,1,4,2,1,1,3,1,4,4,1,2,2,1,2,3,1,4,2,1,2,5,3,2,3,2,4,1,4,4,3,2,2,3,1,4,999,1,4,3,2,1,1,1,0,1,0,0,0,0,0,999,3,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,7,54,2.347826087,3,0.6,1,0.333333333,5,0.238095238,3,0.25,2,0.5,0,0,2,0.285714286,2,0.4,2,0.5,1,0.2,1,1
27,Student 27,999,PRE,Spring,2015,1,1,0,2/3/15 16:09,2/3/15 16:24,1,1,2,999,999,999,999,999,999,999,4,1,1,3,1,1,1,1,3,2,1,3,1,3,1,4,4,1,4,3,1,3,1,4,1,4,1,1,2,2,1,4,1,4,1,4,4,1,4,4,1,4,1,1,1,1,2,1,4,2,1,4,3,1,3,1,1,2,3,1,1,4,1,4,1,4,1,3,3,1,2,2,1,3,1,1,4,3,1,3,1,1,4,2,1,4,4,1,4,0,0,4,1,4,4,4,1,3,2,1,4,1,2,3,999,999,3,2,3,0,1,1,0,1,1,0,999,3,999,0,0,1,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,7,75,3.260869565,1,0.2,1,0.333333333,6,0.285714286,5,0.416666667,2,0.5,1,0.2,2,0.285714286,2,0.4,1,0.25,3,0.6,1,1
28,Student 28,999,PRE,Spring,2016,3,1,0,1/24/16 17:49,1/24/16 18:18,1,1,27,999,999,999,999,999,999,999,999,0,999,2,1,1,1,1,3,2,1,2,1,3,1,3,3,1,2,2,1,1,1,3,1,2,3,1,3,2,1,2,1,2,1,2,2,1,1,3,1,1,999,0,999,1,1,1,1,4,1,3,3,1,1,1,1,2,3,1,2,2,1,3,1,3,1,3,1,1,2,2,1,1,2,1,1,5,1,2,3,1,2,2,1,2,4,2,3,2,1,3,3,3,3,2,3,3,2,2,3,999,2,3,3,2,2,2,3,0,1,1,0,1,1,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,7,43,1.869565217,1,0.2,1,0.333333333,6,0.285714286,3,0.25,2,0.5,1,0.2,1,0.142857143,1,0.2,1,0.25,2,0.4,1,1
29,Student 29,999,PRE,Spring,2015,1,1,0,1/21/15 17:28,1/21/15 17:39,1,1,8,999,999,999,999,999,999,999,4,1,2,2,1,2,3,1,4,4,1,4,1,4,1,3,3,1,2,1,1,3,1,2,1,2,4,1,1,5,1,2,1,2,1,1,3,1,1,3,1,1,1,1,4,1,2,1,2,4,1,2,2,1,4,2,1,4,1,1,1,3,1,4,1,1,1,2,4,1,2,3,1,1,2,1,4,1,1,1,3,1,1,1,1,1,3,2,5,1,1,3,2,3,3,2,3,2,3,2,3,2,3,2,999,999,1,2,3,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,1,0,0,0,0,0,999,2,1,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,52,2.260869565,1,0.2,2,0.666666667,7,0.333333333,3,0.25,1,0.25,2,0.4,1,0.142857143,2,0.4,0,0,0,0,1,1
30,Student 30,999,PRE,Spring,2016,3,1,0,1/25/16 20:02,1/25/16 20:18,1,1,48,999,999,999,999,999,999,999,999,0,999,1,1,3,3,1,4,4,1,4,1,2,1,3,3,1,3,3,1,3,1,1,1,3,3,1,2,3,1,1,1,1,1,1,3,1,2,2,1,1,999,0,999,1,2,1,3,2,1,3,5,1,3,2,1,2,2,1,4,2,1,3,1,3,1,2,2,1,2,2,1,1,3,1,2,5,1,3,2,1,3,1,1,3,4,1,1,1,0,4,2,4,4,3,2,2,3,1,4,999,3,2,4,1,3,3,1,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,59,2.565217391,1,0.2,1,0.333333333,7,0.333333333,3,0.25,1,0.25,3,0.6,2,0.285714286,0,0,0,0,1,0.2,1,1
31,Student 31,999,PRE,Spring,2016,3,1,0,1/27/16 10:06,1/27/16 10:18,1,1,47,999,999,999,999,999,999,999,999,0,999,3,1,1,2,1,4,1,1,4,1,3,1,2,2,1,2,3,1,2,1,2,1,4,3,1,4,2,1,2,1,2,1,3,2,1,3,2,1,3,999,0,999,1,2,1,2,2,1,3,3,1,4,4,1,2,2,1,2,3,1,1,1,3,1,2,2,1,2,2,1,3,2,1,2,2,1,2,1,1,2,1,1,2,4,1,5,3,2,4,1,3,3,2,3,1,4,1,4,999,1,4,1,4,2,2,2,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,2,0,0,1,1,1,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,55,2.391304348,1,0.2,1,0.333333333,5,0.238095238,2,0.166666667,1,0.25,0,0,1,0.142857143,1,0.2,0,0,2,0.4,1,1
