Index,Identifier,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_TIME,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,PRE_Compete_total_percent,PRE_CF_Total,PRE_CF_Mean,PRE_AGE_NEW,PRE_DIFF_REV,PRE_ATT_1_REV,PRE_ATT_2_REV,PRE_ATT_3_REV,PRE_ATT_4_REV,FAC1_1,FAC2_1,FAC3_1,ZPR_1,ZRE_1,STEM_MAJOR,WHYCS_COMP,MAJOR_COMP,WHYMAJ_COMP,RACE_COMP,DIS_COMP
11,STUDENT 11,3,1,0,3/23/16 20:20,3/23/16 21:27,67,1,11,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,2,1,3,1,3,1,4,3,1,4,3,1,4,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,2,1,3,999,0,999,1,1,1,4,4,1,4,2,1,4,1,1,4,2,1,4,2,1,2,1,3,1,4,4,1,4,4,1,3,5,1,3,3,1,4,2,1,4,2,1,4,2,5,3,2,0,4,1,2,2,1,4,1,4,1,4,999,2,3,2,3,1,3,3,1,0,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,1,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,15,1,93,3.72,2,4,1,4,3,3,1.418784219,-0.555843038,-0.917445835,1.241488635,-0.959082144,0,1,2,1,1,0
12,STUDENT 12,3,1,0,3/21/16 13:45,3/21/16 17:23,218,1,11,999,999,999,999,999,999,999,0,999,1,1,3,3,1,4,4,1,3,1,3,1,2,3,1,1,2,1,3,1,2,1,4,3,1,4,5,1,2,1,2,1,4,2,1,2,4,1,4,999,0,999,1,1,1,4,3,1,2,2,1,2,1,1,2,3,1,3,2,1,3,1,2,1,3,2,1,3,3,1,4,4,1,3,2,1,2,2,1,4,2,1,4,3,3,3,3,3,1,1,2,3,1,4,1,4,1,4,999,1,4,1,4,2,2,3,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,14,1,75,3,2,3,4,4,3,2,0.907843415,1.336604901,1.011543875,1.093803699,-1.076119688,0,1,1,4,1,0
13,STUDENT 13,3,1,0,3/21/16 13:09,3/22/16 23:06,2037,1,11,999,999,999,999,999,999,999,0,999,2,1,4,1,1,3,4,1,3,1,4,1,3,4,1,4,3,1,2,1,2,1,3,3,1,4,4,1,2,1,2,1,4,3,1,4,4,1,4,999,0,999,1,2,1,1,4,1,1,3,1,2,2,1,3,2,1,3,2,1,3,1,2,1,1,4,1,1,3,1,4,4,1,4,3,1,2,2,1,4,2,1,4,2,1,3,2,1,4,3,2,2,1,4,1,4,2,3,999,2,3,2,3,2,1,3,1,0,1,0,1,1,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,14,1,73,2.92,2,4,1,2,3,3,1.273532403,-1.605570249,1.135190767,0.314336915,-0.29366239,0,4,1,4,1,0
14,STUDENT 14,3,1,0,3/11/16 13:32,3/11/16 14:13,41,1,12,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,4,1,3,1,1,3,3,1,2,1,2,1,4,3,1,4,3,1,4,1,2,1,4,3,1,3,1,1,2,999,0,999,1,3,1,1,3,1,3,3,1,2,4,1,1,3,1,3,3,1,2,1,4,1,4,1,1,4,3,1,4,4,1,4,4,1,1,2,1,4,2,1,4,3,1,3,2,1,3,2,2,3,2,3,3,2,2,3,999,1,4,3,2,1,2,2,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,architecture,1,1,1,0,0,1,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,14,1,78,3.12,2,3,2,3,3,2,-0.446813451,-0.026133283,0.59437407,-0.590118138,0.61426271,0,2,1,4,1,0
15,STUDENT 15,3,1,0,3/21/16 12:22,3/21/16 12:39,17,1,11,999,999,999,999,999,999,999,0,999,3,1,3,3,1,4,2,1,3,1,3,1,4,2,1,2,1,1,2,1,1,1,2,4,1,3,3,1,2,1,2,1,4,3,1,3,2,1,3,999,0,999,1,1,1,4,4,1,3,2,1,3,2,1,1,4,1,2,2,1,4,1,2,1,1,3,1,2,3,1,4,4,1,4,3,1,4,3,1,3,2,1,4,3,2,3,2,2,3,1,4,3,2,3,2,3,1,4,999,2,3,2,3,1,1,3,1,1,0,0,1,0,0,999,1,999,0,0,0,0,1,0,0,0,0,0,0,0,1,Linguistics,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,12,1,74,2.96,2,3,2,4,1,2,-0.440542763,0.335486536,0.647185189,0.602636179,-1.113645927,1,3,2,3,1,0
16,STUDENT 16,3,1,0,3/2/16 15:46,3/2/16 16:14,28,1,11,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,2,1,4,1,3,1,4,1,1,4,3,1,3,1,3,1,2,3,1,3,3,1,3,1,2,1,4,3,1,3,2,1,3,999,0,999,1,1,1,4,2,1,4,2,1,4,1,1,4,3,1,2,2,1,4,1,3,1,2,2,1,2,3,1,4,4,1,4,2,1,2,3,1,3,2,1,4,3,2,2,2,1,3,2,4,3,4,1,3,2,1,4,999,2,3,4,1,2,2,1,0,1,1,0,1,0,0,999,1,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,1,1,0,1,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,1,ADHD Disgraphia,0,1,999,999,999,5,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,12,1,84,3.36,2,3,2,3,1,2,-1.997938413,0.57674684,0.306614555,-0.558900774,0.052347396,0,3,1,3,1,1
17,STUDENT 17,3,1,0,3/21/16 9:59,3/23/16 9:15,2836,1,11,999,999,999,999,999,999,999,0,999,2,1,3,3,1,3,4,1,4,1,2,1,3,1,1,3,2,1,2,1,2,1,3,3,1,4,1,1,1,1,2,1,4,3,1,3,3,1,2,999,0,999,1,1,1,2,3,1,2,2,1,1,3,1,2,2,1,4,2,1,3,1,2,1,2,3,1,2,3,1,3,3,1,1,2,1,3,2,1,3,2,1,3,3,4,3,2,1,2,2,2,2,1,4,1,4,1,4,999,2,3,2,3,1,1,3,0,0,1,0,1,1,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,1,0,0,999,2,2,0,0,0,0,1,0,999,0,0,999,0,999,1,Dyslexia,0,1,999,999,999,5,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,12,1,66,2.64,2,3,3,3,3,3,1.00145809,-0.352801647,1.087444809,1.308114109,-1.821830504,0,3,1,5,1,1
18,STUDENT 18,3,1,0,3/21/16 13:41,3/21/16 13:49,8,1,11,999,999,999,999,999,999,999,0,999,4,1,2,2,1,3,4,1,4,1,3,1,4,1,1,3,4,1,1,1,2,1,4,1,1,3,4,1,2,1,3,1,3,3,1,2,3,1,2,999,0,999,1,2,1,4,1,1,2,2,1,2,2,1,3,3,1,3,3,1,3,1,1,1,4,1,1,3,3,1,4,3,1,1,4,1,3,2,1,3,2,1,4,3,5,4,1,1,1,1,2,3,1,4,1,4,1,4,999,1,4,1,4,1,2,0,1,0,0,0,0,0,0,999,1,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,1,1,0,0,999,2,1,0,0,0,0,0,0,999,1,0,999,0,999,0,999,1,1,999,999,999,4,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,12,1,72,2.88,2,3,4,4,3,2,1.14818041,0.159592774,0.369183336,0.238516515,-0.748129276,0,1,1,5,1,1
19,STUDENT 19,3,1,0,3/22/16 13:08,3/22/16 13:32,24,1,11,999,999,999,999,999,999,999,0,999,3,1,3,2,1,3,4,1,4,1,3,1,3,3,1,2,4,1,2,1,4,1,4,3,1,4,5,1,3,1,2,1,4,2,1,2,3,1,1,999,0,999,1,1,1,2,3,1,1,2,1,3,2,1,2,3,1,2,2,1,4,1,2,1,2,2,1,3,3,1,4,4,1,4,1,1,3,2,1,2,2,1,3,3,3,4,2,1,2,1,3,2,2,3,2,3,2,3,999,2,3,3,2,2,1,3,1,0,1,1,1,1,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,1,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,12,1,70,2.8,2,3,3,4,2,3,-0.238018929,0.258910265,1.268023843,-0.255159751,-0.252558964,0,5,1,4,2,0
20,STUDENT 20,3,1,0,3/24/16 19:39,3/24/16 20:11,32,1,11,999,999,999,999,999,999,999,0,999,3,1,1,1,1,1,4,1,3,1,4,1,1,3,1,1,2,1,1,1,3,1,1,3,1,1,3,1,1,1,3,1,2,4,1,2,4,1,2,999,0,999,1,2,1,1,3,1,1,3,1,1,4,1,1,2,1,1,2,1,3,1,1,1,1,4,1,1,3,1,1,4,1,1,3,1,1,2,1,1,4,1,1,3,3,5,3,1,3,2,3,3,2,3,2,3,2,3,999,2,3,2,3,2,1,3,1,1,1,0,0,0,0,999,1,999,0,0,0,0,1,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,2,Ecuador,US,US,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,10,1,32,1.28,2,3,2,3,2,2,-0.615153766,0.292601363,1.188727205,-1.482413243,0.448824848,1,3,2,4,1,0
21,STUDENT 21,3,1,0,3/21/16 13:59,3/21/16 14:55,56,1,11,999,999,999,999,999,999,999,0,999,1,1,3,3,1,3,1,1,3,1,3,1,3,2,1,3,2,1,3,1,2,1,4,3,1,4,3,1,3,1,2,1,4,2,1,1,3,1,1,999,0,999,1,3,1,2,4,1,2,5,1,3,1,1,3,1,1,1,2,1,1,1,3,1,3,3,1,4,2,1,2,1,1,2,2,1,2,2,1,3,3,1,3,3,2,5,2,1,3,2,2,3,2,3,2,3,2,3,999,2,3,3,2,1,2,3,1,0,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,1,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,10,1,66,2.64,2,3,2,3,3,2,-0.082347325,-0.404530978,1.236693602,0.499421945,-1.540613879,0,1,1,4,2,0
22,STUDENT 22,3,1,0,3/23/16 20:46,3/23/16 20:50,4,1,11,999,999,999,999,999,999,999,0,999,3,1,1,2,1,2,3,1,2,1,5,1,1,2,1,3,2,1,3,1,3,1,4,2,1,3,4,1,1,1,2,1,2,2,1,3,4,1,1,999,0,999,1,3,1,1,5,1,1,3,1,1,3,1,2,1,1,4,2,1,3,1,3,1,2,4,1,3,4,1,1,4,1,1,2,1,4,2,1,2,2,1,1,5,1,4,1,1,4,4,3,4,4,1,4,1,4,1,999,2,3,4,1,2,2,1,0,1,0,0,1,1,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,0,1,0,0,1,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,1,dyslexia,1,1,999,999,999,5,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,10,1,52,2.08,2,1,1,1,2,1,-2.716269601,-0.600423089,-0.340078409,-1.412235182,0.378377541,0,3,1,2,1,2
23,STUDENT 23,3,1,0,3/21/16 20:53,3/21/16 21:05,12,1,11,999,999,999,999,999,999,999,0,999,2,1,2,3,1,2,3,1,2,1,2,1,3,3,1,3,2,1,3,1,2,1,3,3,1,3,3,1,3,1,2,1,3,2,1,2,4,1,1,999,0,999,1,2,1,3,2,1,3,2,1,2,1,1,3,3,1,3,2,1,3,1,2,1,3,1,1,3,2,1,3,2,1,3,2,1,2,1,1,3,3,1,2,4,1,2,2,1,3,2,2,4,3,2,1,4,2,3,999,2,3,4,1,2,2,0,0,1,0,0,0,0,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,9,1,66,2.64,2,2,2,3,3,1,-0.192582714,-0.520187036,-0.847293408,-0.270154797,-1.033373657,0,1,1,1,1,0
24,STUDENT 24,3,1,0,3/21/16 5:56,3/21/16 18:13,737,1,12,999,999,999,999,999,999,999,0,999,3,1,4,1,1,3,3,1,3,1,3,1,3,2,1,3,2,1,3,1,2,1,3,2,1,4,3,1,4,1,4,1,3,1,1,4,1,1,4,999,0,999,1,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,3,1,3,1,1,1,3,2,1,3,1,1,3,5,1,3,3,1,3,2,1,3,2,1,3,3,2,4,1,1,3,2,3,2,1,4,1,4,1,4,999,2,3,2,3,2,1,1,0,0,1,1,0,0,0,999,1,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,0,0,0,1,1,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,2,china,china,china,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,9,1,80,3.2,2,3,2,3,2,3,1.208393066,-1.429282363,-0.870952954,-0.541075359,-0.761413677,1,2,1,2,1,0
25,STUDENT 25,3,1,0,3/21/16 22:13,3/21/16 22:31,18,1,11,999,999,999,999,999,999,999,0,999,2,1,3,3,1,3,4,1,4,1,2,1,3,1,1,3,2,1,2,1,2,1,1,2,1,3,1,1,3,1,1,1,3,4,1,3,2,1,3,999,0,999,1,2,1,2,3,1,3,2,1,3,2,1,3,2,1,2,2,1,1,1,3,1,2,1,1,3,2,1,2,3,1,3,2,1,3,1,1,1,2,1,3,3,5,1,3,2,3,3,3,3,2,3,2,3,1,4,999,2,3,2,3,1,2,1,0,1,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,1,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,8,1,65,2.6,2,3,2,2,2,2,-0.4047176,0.750679815,-0.231959298,0.605938683,-2.17811746,0,2,1,2,1,0
26,STUDENT 26,3,1,0,3/2/16 13:20,3/2/16 13:42,22,1,11,999,999,999,999,999,999,999,0,999,3,1,2,3,1,3,2,1,3,1,4,1,4,3,1,3,3,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,4,2,1,3,2,1,2,999,0,999,1,3,1,3,2,1,1,5,1,1,2,1,3,2,1,3,2,1,3,1,2,1,2,3,1,3,4,1,3,3,1,1,3,1,3,2,1,3,3,1,1,4,1,2,2,1,2,1,4,3,2,3,2,3,1,4,999,1,4,3,2,1,3,3,1,0,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,8,1,60,2.4,2,2,3,4,1,2,-0.515330585,0.227481212,0.600661833,-0.574786584,-0.992862205,0,1,1,3,1,0
27,STUDENT 27,3,1,0,3/15/16 21:33,3/15/16 22:24,51,1,12,999,999,999,999,999,999,999,0,999,4,1,1,3,1,1,2,1,1,1,2,1,3,4,1,1,4,1,1,1,3,1,1,2,1,1,3,1,1,1,3,1,1,1,1,1,4,1,1,999,0,999,1,3,1,1,3,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,5,1,1,2,1,1,5,1,1,4,1,1,1,1,1,1,1,1,3,2,5,2,3,4,1,3,4,2,3,2,3,2,3,999,3,2,2,3,1,1,3,0,1,0,0,0,0,0,999,1,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,8,1,27,1.08,2,3,1,4,2,1,-0.656314118,0.144721712,-0.979430954,-1.398204081,-0.166285572,1,1,1,1,1,0
28,STUDENT 28,3,1,0,3/3/16 18:46,3/3/16 18:57,11,1,11,999,999,999,999,999,999,999,0,999,5,1,2,2,1,2,4,1,2,1,4,1,2,1,1,2,4,1,2,1,3,1,3,4,1,3,4,1,3,1,2,1,3,3,1,3,2,1,2,999,0,999,1,2,1,2,4,1,1,3,1,3,3,1,2,2,1,2,3,1,2,1,3,1,3,3,1,4,2,1,2,2,1,2,3,1,2,3,1,2,3,1,2,3,3,5,2,2,4,4,4,1,3,2,3,2,3,2,999,3,2,3,2,5,0,0,1,0,0,0,1,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,1,0,0,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,2,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,1,58,2.32,2,3,1,1,1,4,-1.638535071,-0.240238313,-0.731159699,-2.116018799,0.288994035,0,2,1,1,1,1
29,STUDENT 29,3,1,0,3/21/16 15:27,3/21/16 20:18,291,1,11,999,999,999,999,999,999,999,0,999,1,1,4,3,1,3,4,1,1,1,4,1,4,2,1,3,2,1,3,1,2,1,4,3,1,4,3,1,2,1,3,1,1,2,1,3,2,1,3,999,0,999,1,2,1,3,2,1,3,2,1,4,2,1,2,3,1,2,3,1,3,1,2,1,2,3,1,3,2,1,3,2,1,3,4,1,3,1,1,3,3,1,1,4,1,5,2,1,2,2,4,4,2,3,2,3,1,4,999,1,4,2,3,2,2,3,0,1,0,0,0,0,0,999,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,70,2.8,2,2,3,3,1,1,-0.325073147,-0.10475602,-0.861881766,-0.676025167,-1.421813388,0,1,1,1,1,0
30,STUDENT 30,3,1,0,3/24/16 12:12,3/24/16 14:03,111,1,11,999,999,999,999,999,999,999,0,999,3,1,1,2,1,2,2,1,3,1,4,1,3,1,1,1,3,1,2,1,2,1,3,3,1,3,2,1,1,1,3,1,3,2,1,2,3,1,1,999,0,999,1,2,1,3,3,1,2,5,1,2,2,1,3,2,1,1,2,1,3,1,2,1,3,3,1,3,2,1,3,2,1,3,2,1,2,2,1,3,3,1,3,3,3,3,1,1,4,4,4,4,3,2,2,3,3,2,999,3,2,3,2,3,2,1,0,0,0,0,1,0,0,999,1,999,0,0,1,0,0,0,0,0,0,0,0,0,1,criminal justice,1,0,0,1,0,0,0,1,i want to change the world and the corrupt just,2,2,1,0,0,0,1,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,1,59,2.36,2,3,1,1,1,1,-0.933622212,-1.384904109,-0.055316482,-1.029658263,-1.066823538,0,1,2,3,2,0
31,STUDENT 31,3,1,0,3/21/16 10:00,3/21/16 10:09,9,1,11,999,999,999,999,999,999,999,0,999,5,1,3,2,1,3,4,1,3,1,4,1,3,1,1,3,4,1,3,1,1,1,2,3,1,2,2,1,2,1,3,1,2,2,1,2,3,1,2,999,0,999,1,2,1,2,3,1,2,2,1,2,3,1,2,3,1,2,3,1,2,1,3,1,2,3,1,2,4,1,3,2,1,2,2,1,2,2,1,2,1,1,2,4,3,2,2,1,2,2,4,4,3,2,3,2,2,3,999,2,3,3,2,2,2,3,1,0,0,0,0,0,0,999,1,999,0,0,0,0,1,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,57,2.28,2,2,3,3,1,1,-1.66009004,0.570096094,-0.754033382,-1.071393411,-1.290217358,1,1,2,1,1,1
32,STUDENT 32,3,1,0,3/25/16 15:44,3/25/16 15:56,12,1,11,999,999,999,999,999,999,999,0,999,2,1,2,2,1,3,2,1,3,1,2,1,2,4,1,999,3,1,2,1,3,1,4,3,1,3,5,1,3,1,2,1,4,3,1,3,2,1,3,999,0,999,1,1,1,4,2,1,4,2,1,3,2,1,3,2,1,1,3,1,3,1,2,1,2,2,1,4,2,1,2,2,1,3,2,1,4,1,1,3,3,1,2,3,2,1,2,1,3,2,2,3,3,2,3,2,2,3,999,3,2,2,3,2,2,2,1,1,1,0,1,0,0,999,1,999,0,1,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,0,1,1,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,999,2.916666667,2,3,2,3,3,2,-1.212724393,-0.071738128,0.716262358,-0.728001823,-1.634926407,0,4,2,5,1,0
